Title;Latitude;Longitude
Ruda-Opalin (Ruda-Opalin);51.247782;23.601107
Rumia (Rumia);54.56917;18.386671
Ostaszewo Torunskie (Ostaszewo Toruńskie);53.105555;18.627222
Osina (Osina);53.608888;15.012498
Ostroleka (Ostrołęka);53.056115;21.617223
Osola (Osola);51.337503;16.86611
Rudziniec Gliwicki (Rudziniec Gliwicki);50.366389;18.404721
Ruchocice (Ruchocice);52.177221;16.34194
Bierutow (Bierutów);51.128333;17.546386
Bartnica (Bartnica);50.641945;16.408055
Brochocin Trzebnicki (Brochocin Trzebnicki);51.276107;17.094166
Borki Opolskie (Borki Opolskie);50.742777;17.881945
Bobrowka (Bobrówka);50.049726;22.859164
Rudawa (Rudawa);50.118889;19.719448
Ruda (Ruda);53.589166;22.520558
Osetnica Po (Osetnica Po);51.26167;15.845834
Ostrowie Biebrzanskie (Ostrowie Biebrzańskie);53.719447;23.243893
Rutkowice (Rutkowice);52.361392;19.159168
Rutwica (Rutwica);53.229445;16.282503
Roztoki Bystrzyckie (Roztoki Bystrzyckie);50.187225;16.66556
Osie (Osie);53.593607;18.347775
Boronow (Boronów);50.666386;18.900557
Bronow (Bronów);51.795836;17.773607
Barlogi (Barłogi);52.216109;18.768614
Brzeszcze Jawiszowice (Brzeszcze Jawiszowice);49.9725;19.128614
Brachlewo (Brachlewo);53.802777;18.96083
Brzozowiec Gorzowski (Brzozowiec Gorzowski);52.653056;15.367779
Rostarzewo (Rostarzewo);52.134999;16.20694
Orzeszkow (Orzeszków);51.394171;16.506946
Orneta (Orneta);54.115556;20.150274
Rzesnica (Rzęśnica);53.524444;15.951385
Orzeszkowo (Orzeszkowo);52.681669;23.533607
Ruda Slaska (Ruda Śląska);50.315834;18.851665
Rybnik Rymer (Rybnik Rymer);50.056666;18.498335
Rozprza (Rozprza);51.301663;19.660281
Orzesze Jaskowice (Orzesze Jaśkowice);50.144724;18.740837
Orzesze (Orzesze);50.154442;18.777504
Boreczek (Boreczek);50.878891;17.024446
Borowiki (Borowiki);52.482225;23.215281
Bozepole Wielkie (Bożepole Wielkie);54.56917;17.965553
Bieczyno Pomorskie (Bieczyno Pomorskie);54.095555;15.352776
Rybno Pomorskie (Rybno Pomorskie);53.380832;19.913057
Ruskie Piaski (Ruskie Piaski);50.801665;23.095553
Ropczyce (Ropczyce);50.07833;21.579442
Rybnik Piaski Pods (Rybnik Piaski Pods);50.096389;18.587499
Rokitki Tczewskie (Rokitki Tczewskie);54.081388;18.738059
Roszkow Raciborski (Roszków Raciborski);49.964724;18.294163
Biskupiec Pomorski (Biskupiec Pomorski);53.48944;19.389166
Biala Pilska (Biała Pilska);53.061113;16.516942
Bielsk Podlaski (Bielsk Podlaski);52.761385;23.188052
Goczalkow (Goczałków);51.009163;16.324168
Gorzow Chrzanowski (Gorzów Chrzanowski);50.073611;19.242219
Gosciszewo (Gościszewo);53.975001;19.018055
Gluchowo (Głuchowo);53.201947;18.543614
Bozacin (Bożacin);51.733334;17.433886
Goczalkowice (Goczałkowice);49.945002;18.965837
Gdynia Chylonia (Gdynia Chylonia);54.546113;18.462504
Greboszow (Gręboszów);51.065274;17.800278
Bobrowniki (Bobrowniki);52.058609;20.010276
Rokiciny Podhalanskie (Rokiciny Podhalańskie);49.578611;19.90583
Rosochatka (Rosochatka);53.70528;18.11472
Rokiciny (Rokiciny);51.667497;19.780835
Rokitki (Rokitki);51.335552;15.893333
Grabiny (Grabiny);50.046113;21.331942
Borki-Kosy (Borki-Kosy);52.088893;22.35833
Borsukowka (Borsukówka);53.227224;22.931114
Grabow Nad Pilica (Grabów nad Pilicą);51.741946;21.182226
Borkowo (Borkowo);54.333329;18.333608
Boszkowo (Boszkowo);51.960554;16.335836
Bieliny Opoczynskie (Bieliny Opoczyńskie);51.423889;20.502498
Grabowno Wielkie (Grabowno Wielkie);51.343337;17.403332
Gabin (Gąbin);54.010553;15.286948
Rozedranka (Rozedranka);53.359725;23.366947
Rogalice (Rogalice);50.963615;17.597499
Ruciane Nida Zachod (Ruciane Nida Zachód);53.642499;21.523331
Rozyny (Różyny);54.212226;18.66139
Roznowo (Rożnowo);52.67917;16.871944
Jelenin;52.90465628120531;14.484765551054393
Siekirki;52.8208547638806;14.235776072188123
Grabow Szlachecki (Grabów Szlachecki);51.703058;22.095279
Boksycka (Boksycka);50.949726;21.32333
Biskupice Olawskie (Biskupice Oławskie);50.993612;17.516947
Bojary (Bojary);53.027781;22.949721
Garczyn (Garczyn);54.123611;17.911115
Boguchwala (Boguchwała);49.984168;21.934444
Granowiec (Granowiec);51.511948;17.645277
Garbatka-Letnisko (Garbatka-Letnisko);51.50028;21.653333
Gasocin (Gąsocin);52.738607;20.72028
Klepicz;52.86298171903531;14.289034072489715
Boguszow-Gorce Zachod (Boguszów Gorce Zachód);50.762499;16.166947
Przyjezierze-Moryń;52.87152673805545;14.374021753614393
Trzcinsko-Zdroj;52.96247449173792;14.61877356327388
Lipiany;53.00251417325981;14.952925441238595
Rynkowo Wiadukt (Rynkowo Wiadukt);53.15194;18.005555
Rakoniewice (Rakoniewice);52.138891;16.26528
Rudnik Stroza (Rudnik Stróża);50.458331;22.216669
Rudna Miasto (Rudna Miasto);51.505278;16.269163
Bieniow (Bieniów);51.716111;15.17861
Biernatowo (Biernatowo);52.957224;16.342776
Bobry (Bobry);51.028885;19.404996
Bobowa-Miasto (Bobowa-Miasto);49.707777;20.93861
Bobowa (Bobowa);49.716667;20.957496
Garwolin (Garwolin);51.900282;21.554443
Gamerki Wielkie (Gamerki Wielkie);53.845278;20.1375
Gasawy Plebanskie (Gąsawy Plebańskie);51.232221;20.947221
Gaglawki (Gągławki);53.680559;20.437497
Swieta Katarzyna (Święta Katarzyna);51.029721;17.123057
Szydlowiec (Szydłowiec);51.207501;20.923337
Szeroki Bor (Szeroki Bór);53.639443;21.673334
Skowarcz (Skowarcz);54.184171;18.683333
Galkowek (Gałkówek);51.72972;19.73028
Gajowka (Gajówka);50.394723;19.878611
Stawy (Stawy);51.60139;21.887223
Swarzewo (Swarzewo);54.752496;18.3825
Sulkowice (Sułkowice);51.926665;21.092496
Swietajno (Świętajno);53.56361;21.231388
Rykoszyn (Rykoszyn);50.868059;20.378887
Rokietnica (Rokietnica);52.512222;16.753888
Rokitnia Stara (Rokitnia Stara);51.611665;21.799722
Rudnik Nad Sanem (Rudnik Nad Sanem);50.435004;22.250558
Rokita (Rokita);53.765552;14.855555
Rogozno Kolo Lancuta (Rogóżno koło Łańcuta);50.083607;22.363337
Wierzchowo Pomorskie;53.44747294360128;16.09282998867881
Garbce (Garbce);51.513889;16.889724
Gorazdze (Górażdże);50.529166;18.003335
Gadki (Gądki);52.302225;17.045274
Swarzedz (Swarzędz);52.404163;17.074444
Fiszewo (Fiszewo);54.0675;19.248889
Swobodna (Swobodna);53.939997;20.394448
Swidnik Wschod (Świdnik Wschód);51.221111;22.714447
Swidnik Miasto (Świdnik Miasto);51.223888;22.694724
Swilcza (Świlcza);50.07806;21.90139
Swinoujscie Warszow (Świnoujście Warszów);53.900274;14.285837
Fronolow (Fronołów);52.360556;22.928893
Swietochlowice (Świętochłowice);50.288893;18.918329
Rudniki Kolo Czestochowy (Rudniki koło Częstochowy);50.878055;19.232223
Rajec Poduchowny (Rajec Poduchowny);51.414999;21.253331
Rajcza (Rajcza);49.516666;19.112775
Rumia Janowo (Rumia Janowo);54.559165;18.405279
Falkowo (Fałkowo);52.498613;17.424448
Fasty (Fasty);53.176948;23.024718
Frysztak (Frysztak);49.83083;21.618886
Firlus (Firlus);53.269168;18.629443
Stawno (Stawno);53.867499;14.827779
Swedow (Swędów);51.905837;19.540275
Swider (Świder);52.121111;21.251668
Elk Szyba Zachod (Ełk Szyba Zachód);53.802498;22.370555
Swarozyn (Swarożyn);54.037782;18.655556
Sulecinek (Sulęcinek);52.138891;17.308891
Elk Szyba Wschod (Ełk Szyba Wschód);53.801392;22.372776
Sepolno Krajenskie ;53.460604534799664;17.53839130987293
Dzierzazno (Dzierżążno);54.315279;18.263609
Dzierzoniow Slaski (Dzierżoniów Śląski);50.724726;16.640274
Dobieszyn (Dobieszyn);51.63056;21.176392
Suchy Bor Opolski (Suchy Bór Opolski);50.657226;18.035552
Dzierzanow Wielkopolski (Dzierżanów Wielkopolski);51.712218;17.353891
Dziembowko (Dziembowko);53.07083;16.815276
Studzianki Nowe (Studzianki Nowe);52.537221;20.751391
Stulno (Stulno);51.375276;23.612226
Suchatowka (Suchatówka);52.910831;18.481669
Susz (Susz);53.711114;19.329163
Surochow (Surochów);50.012502;22.768885
Dobrzen Wielki (Dobrzeń Wielki);50.771111;17.859723
Suchedniow Polnocny (Suchedniów Północny);51.065831;20.849167
Dobrzechow (Dobrzechów);49.873331;21.74194
Dobrzejewice (Dobrzejewice);52.999725;18.820832
Sulow (Sułów);50.905832;22.333052
Dobroszyce (Dobroszyce);51.270003;17.363609
Sumina (Sumina);50.13667;18.402501
Sulechow (Sulechów);52.092777;15.618614
Dytmarow (Dytmarów);50.329722;17.676667
Sulino (Sulino);53.31806;15.315003
Suchowolce (Suchowolce);52.617774;23.283329
Stupsk Mazowiecki (Stupsk Mazowiecki);53.019996;20.435277
Kamienna Gora (Kamienna Góra);50.785556;16.023335
Kozy Zagroda (Kozy Zagroda);49.857501;19.164445
Krzywin Gryfinski (Krzywin Gryfinski);53.087775;14.45389
Kedzierzyn-Kozle Przystanek (Kędzierzyn Koźle Przystanek);50.350829;18.155558
Kety Podlesie (Kęty Podlesie);49.878059;19.196671
Klewki (Klewki);53.736113;20.568335
Suchedniow (Suchedniów);51.04556;20.850003
Susiec (Susiec);50.416109;23.227218
Subkowy (Subkowy);53.985833;18.753611
Dobrynka (Dobrynka);51.998615;23.441386
Dygowo (Dygowo);54.140834;15.726943
Dziewiecierz (Dziewięcierz);50.21778;23.433053
Dziewule (Dziewule);52.054447;22.386107
Susk (Susk);52.784721;19.683329
Dziwno (Dziwno);53.618615;18.901663
Starczow (Starczów);50.56417;16.947219
Dwikozy (Dwikozy);50.732223;21.791111
Krosnice Mazowieckie (Krośnice Mazowieckie);52.966115;20.492502
Kety (Kęty);49.880558;19.225553
Keszyce (Kęszyce);52.138334;20.148332
Krezel (Krężel);51.87139;21.111391
Kepice (Kępice);54.24056;16.89083
Kalembina (Kalembina);49.869169;21.685559
Wroclaw Pracze (Wrocław Pracze);51.169441;16.903891
Wroclaw Zakrzow (Wrocław Zakrzów);51.158887;17.121943
Warszawa Torunska (Warszawa Toruńska);52.293614;21.013607
Wroclaw Swiniary (Wrocław Świniary);51.198053;16.969719
Wroclaw Zachodni (Wrocław Zachodni);51.090282;16.950554
Studzianka (Studzianka);51.427224;15.695004
Stalowa Wola Poludnie (Stalowa Wola Południe);50.544726;22.07917
Dobrowoda (Dobrowoda);52.561393;23.39111
Stramnica (Stramnica);54.155001;15.650274
Dobino Waleckie (Dobino Wałeckie);53.226388;16.524996
Strazow (Strażów);50.067777;22.116385
Steszew (Stęszew);52.280274;16.709724
Dunowo (Dunowo);54.122496;16.092498
Stobno (Stobno);53.109169;16.626664
Dulowa (Dulowa);50.140275;19.520552
Stronno (Stronno);53.285555;18.059167
Dubielno (Dubielno);53.508614;18.556666
Kedzierzyn-Kozle Azoty (Kędzierzyn Koźle Azoty);50.310557;18.239724
Kedzierzyn-Kozle Zachodnie (Kędzierzyn Koźle Zachodnie);50.346667;18.131386
Krasnik (Kraśnik);50.929725;22.283054
Krasnolaka (Krasnołąka);53.272503;20.232498
Koszecin (Koszęcin);50.622501;18.836671
Kaleczyn (Kałęczyn);52.713608;20.742501
Starachowice (Starachowice);51.051385;21.058607
Staniatki (Staniątki);50.01056;20.206942
Stare Juchy (Stare Juchy);53.925003;22.16917
Steknica (Steknica);54.714723;17.582496
Wiewiecko Po (Wiewiecko Po);53.526385;15.649725
Wroclaw Osobowice (Wrocław Osobowice);51.166393;16.997226
Stefanowo (Stefanowo);52.23611;15.971944
Wroclaw Wojnow (Wrocław Wojnów);51.103613;17.157774
Wisla Uzdrowisko (Wisła Uzdrowisko);49.658336;18.855
Kepa (Kępa);50.65417;22.032777
Klodzko Miasto (Kłodzko Miasto);50.43611;16.658612
Klodzko Ksiazek (Kłodzko Książek);50.41556;16.64111
Kolodziejewo (Kołodziejewo);52.712781;18.035004
Klodzko Glowne (Kłodzko Główne);50.451391;16.65667
Klodawa (Kłodawa);52.227219;18.890552
Sztumska Wies (Sztumska Wieś);53.894718;19.001111
Warlubie (Warlubie);53.58833;18.622782
Wudzyn (Wudzyn);53.322501;18.075554
Witowo (Witowo);52.639725;23.485281
Sosnowiec Porabka (Sosnowiec Porąbka);50.272497;19.216942
Suszec (Suszec);50.035002;18.791941
Witkowo Pyrzyckie (Witkowo Pyrzyckie);53.285834;15.075836
Strzyzyno Slupskie (Strzyżyno Słupskie);54.491108;17.371663
Witonia (Witonia);52.156942;19.276666
Szastarka (Szastarka);50.853335;22.331947
Ropczyce Witkowice (Ropczyce Witkowice);50.077224;21.628055
Kozla Kozuchowska (Koźla Kożuchowska);51.872226;15.318608
Kosciernica (Kościernica);54.053612;16.010274
Karcino (Karcino);54.108886;15.397218
Kochanowice (Kochanowice);50.69917;18.747777
Witnica Chojenska Po (Witnica Chojeńska Po);52.86611;14.451113
Witaszyce (Witaszyce);51.936391;17.560553
Sosnowiec Kazimierz (Sosnowiec Kazimierz);50.288893;19.231945
Warszawa Wlochy (Warszawa Włochy);52.20694;20.917224
Warszawa Ursus Polnocny (Warszawa Ursus Północny);52.206391;20.888054
Sosnica Jaroslawska (Sośnica Jarosławska);49.901665;22.851388
Warszawa Praga (Warszawa Praga);52.279725;21.020555
Warszawa Pludy (Warszawa Płudy);52.333607;20.986109
Szklarska Poreba Dolna (Szklarska Poręba Dolna);50.848607;15.557226
Krosnowice Klodzkie (Krosnowice Kłodzkie);50.392503;16.636948
Kaczyce (Kaczyce);49.832781;18.612777
Kolbuszowa (Kolbuszowa);50.246671;21.783892
Warszawa Stadion (Warszawa Stadion);52.246942;21.043891
Warszawa Sluzewiec (Warszawa Służewiec);52.180278;20.987223
Katowice Zawodzie (Katowice Zawodzie);50.257503;19.05528
Wroclaw Swojczyce (Wrocław Swojczyce);51.115559;17.121664
Warszawa Powisle (Warszawa Powiśle);52.236946;21.033886
Wisla Dziechcinka (Wisła Dziechcinka);49.647225;18.865275
Wisla Glebce (Wisła Głębce);49.621948;18.875001
Walbrzych Szczawienko (Wałbrzych Szczawienko);50.815832;16.302504
Warszawa Okecie (Warszawa Okecie);52.168331;20.987502
Kobylnica (Kobylnica);52.445558;17.078893
Kobylnica Slupska (Kobylnica Słupska);54.442782;16.9875
Lipowe Pole (Lipowe Pole);51.155004;20.901107
Leopoldow (Leopoldów);51.668054;22.012497
Radostowice (Radostowice);50.020556;18.888611
Kobylka (Kobyłka);52.335557;21.212502
Lipinki Luzyckie (Lipinki Łużyckie);51.648889;15.00972
Lipinki (Lipinki);53.464441;19.31861
Lipienica (Lipienica);53.446669;18.1125
Krobia (Krobia);51.759169;16.971391
Lipa (Lipa);50.690001;22.068059
Krakow Lagewniki (Kraków Łagiewniki);50.023613;19.933885
Warszawa Radosc (Warszawa Radość);52.185276;21.187782
Wisla Oblaziec (Wisła Obłaziec);49.676944;18.84833
Siedlce Zachodnie (Siedlce Zachodnie);52.173608;22.235555
Wrzosowo (Wrzosowo);54.114442;15.83778
Wroniawy (Wroniawy);52.059723;16.164996
Kaczory (Kaczory);53.105277;16.882218
Wroclaw Popowice (Wrocław Popowice);51.124998;17.001388
Wrzosow (Wrzosów);52.18444;21.483059
Wroclaw Kuzniki (Wrocław Kuźniki);51.12694;16.953611
Krakow Bonarka (Krakow Bonarka);50.029168;19.946111
Katowice Zaleze (Katowice Załęże);50.263607;18.990279
Lowczow (Łowczów);49.912497;21.003889
Kobylec (Kobylec);52.848329;17.200832
Lotyn (Lotyń);53.599998;16.780002
Losiow (Łosiów);50.788334;17.552499
Kawcze (Kawcze);54.072498;16.883054
Lopuchowo (Łopuchowo);52.613333;17.094723
Kaniow (Kaniów);49.926107;19.052502
Lodz Niciarniana (Łódź Niciarniana);51.766666;19.507779
Katowice Ligota (Katowice Ligota);50.226113;18.977775
Wroclaw Soltysowice (Wrocław Sołtysowice);51.141664;17.080556
Warszawa Zwirki I Wigury (Warszawa Żwirki i Wigury);52.193609;20.979996
Wroclaw Zerniki (Wrocław Żerniki);51.126113;16.915829
Wroclaw Pawlowice (Wrocław Pawłowice);51.168892;17.108333
Kaly (Kały);50.827221;18.080552
Wronki (Wronki);52.705275;16.385834
Wroclaw Mikolajow (Wrocław Mikołajów);51.114723;16.998053
Wroclaw Lesnica (Wrocław-Leśnica);51.142779;16.86611
Wroclaw Kowale (Wrocław Kowale);51.135003;17.100279
Kaliska Kujawskie (Kaliska Kujawskie);52.411948;19.123885
Wroclaw Muchobor (Wrocław Muchobór);51.111667;16.974169
Kanie (Kanie);51.124719;23.104722
Kalisz Pomorski (Kalisz Pomorski);53.27778;15.880829
Karlino (Karlino);54.045279;15.883337
Lowicz Przedmiescie (Łowicz Przedmieście);52.093055;19.946947
Lodygowice Gorne (Łodygowice Górne);49.735275;19.124443
Lososiowice (Łososiowice);51.298607;16.673336
Lodygowice (Łodygowice);49.725279;19.141109
Lochow (Łochów);52.533886;21.68778
Kamionki Jezioro (Kamionki Jezioro);53.129718;18.779724
Loznica (Loznica);53.689719;14.866109
Wroblin Glogowski (Wróblin Głogowski);51.686392;15.955278
Wroclaw Nowy Dwor Podg (Wrocław Nowy Dwór Podg);51.120279;16.952775
Wroclawki (Wrocławki);53.240834;18.609999
Wroclaw Brochow Po (Wrocław Brochów Po);51.064447;17.08444
Wrzaca Pomorska (Wrząca Pomorska);54.343055;16.916944
Kaliska (Kaliska);53.903609;18.216667
Wiesiolka (Wiesiółka);50.414724;19.349443
Kaczkowo (Kaczkowo);51.74333;16.679718
Wroclaw Psie Pole (Wrocław Psie Pole);51.150554;17.119165
Kamienna Karczma (Kamienna Karczma);53.877225;18.162777
Lipno Nowe (Lipno Nowe);51.919447;16.570553
Palecznica (Pałecznica);51.490553;22.659442
Jezierzyce Slupskie (Jezierzyce Słupskie);54.504169;17.123057
Linkowo (Linkowo);54.090836;21.264999
Zabiele (Zabiele);51.543608;22.763609
Domaniewice Centrum (Domaniewice Centrum);52.011946;19.791946
Lniano (Lniano);53.526664;18.205556
Lesniczowka (Leśniczówka);51.049444;22.356667
Lubnia (Lubnia);53.935556;17.742225
Lodz Dabrowa (Łódź Dąbrowa);51.735833;19.510556
Glinnik Wies (Glinnik Wieś);51.88278;19.481944
Wolsztyn (Wolsztyn);52.111663;16.10778
Lipinskie Male (Lipińskie Małe);53.73694;22.397226
Wolka (Wólka);52.321669;17.753336
Wolka Orlowska (Wólka Orłowska);50.926948;23.183333
Lubomino (Lubomino);54.065558;20.233055
Luslawice (Lusławice);50.760836;19.387503
Port Lotniczy Szczecin Goleniow (Port Lotniczy Szczecin Goleniów);53.593337;14.898056
Lodz Radogoszcz Zachod (Łódź Radogoszcz Zachód);51.821941;19.415837
Lodz Pabianicka (Łódź Pabianicka);51.726385;19.444998
Warszawa Ursus Niedzwiadek (Warszawa Ursus Niedźwiadek);52.191667;20.870831
Zgierz Jaracza (Zgierz Jaracza);51.863893;19.422219
Parczew Kolejowa (Parczew Kolejowa);51.634444;22.880837
Ozorkow Nowe Miasto (Ozorków Nowe Miasto);51.958891;19.269726
Lublinek (Lublinek);51.720003;19.358054
Warszawa Reduta Ordona;52.21437805018606;20.947848558425903
Warszawa Zachodnia WKD;52.2194487;20.9655479
Warszawa Aleje Jerozolimskie WKD;52.2053112;20.9422822
Warszawa Salomea;52.1864913;20.9245286
Warszawa Raków;52.1944886;20.9358283
Warszawa Śródmieście WKD;52.2274779;20.9993834
Lukow Slaski (Łuków Śląski);50.100003;18.409171
Wolka Ratowiecka (Wólka Ratowiecka);53.278885;23.242779
Woszczele (Woszczele);53.859445;22.249722
Worowo (Worowo);53.688892;15.635001
Wolin Pomorski (Wolin Pomorski);53.848613;14.60944
Wolowno (Wołowno);53.816386;20.198887
Wolczyn (Wołczyn);51.013613;18.046115
Wolomin (Wołomin);52.346111;21.237501
Wolanow (Wolanów);51.353333;20.998613
Laski Lubuskie (Laski Lubuskie);52.459725;14.713058
Wojanow (Wojanów);50.884725;15.821671
Lubon Kolo Poznania (Luboń koło Poznania);52.344169;16.893059
Leka Opatowska (Łęka Opatowska);51.21694;18.091942
Warszawa Zacisze Wilno (Warszawa Zacisze Wilno);52.277775;21.08028
Kolobrzeg Stadion (Kołobrzeg Stadion);54.175002;15.559168
Niemce (Niemce);51.362781;22.646389
Lublin Ponikwoda (Lublin Ponikwoda);51.266111;22.606109
Lublin Zadebie (Lublin Zadębie);51.258056;22.610001
Port Lotniczy Lublin - Airport (Port Lotniczy Lublin - Airport);51.23028;22.708891
Tworki;52.1689418;20.8232513
Lewin Klodzki (Lewin Kłodzki);50.405555;16.27444
Reguły;52.1704176;20.8591854
Pruszków WKD;52.1616122;20.8165804
Polesie;52.1218348;20.6971558
Podkowa Leśna Zachodnia;52.1207027;20.7113163
Podkowa Leśna Wschodnia;52.1237526;20.738135
Komorów;52.1481148;20.8113718
Leokadia (Leokadia);51.767502;21.632496
Michałowice;52.175364;20.88126
Opacz;52.1813883;20.9046686
Podkowa Leśna Główna;52.1223735;20.7251691
Otrębusy;52.1263593;20.7615032
Lizawice (Lizawice);50.971948;17.21472
Nowa Wieś Warszawska;52.1404731;20.7955551
Malichy;52.1693938;20.8411745
Lisewo (Lisewo);54.092778;18.82556
Wloszczowa Polnoc (Włoszczowa Północ);50.850279;19.943054
Kanie Helenowskie;52.1316542;20.7743104
Grodzisk Mazowiecki Piaskowa;52.1025166;20.6516105
Grodzisk Mazowiecki Okrężna;52.1007111;20.6602404
Lipusz (Lipusz);54.09694;17.780277
Krakow Lotnisko (Kraków Lotnisko);50.071112;19.801393
Lipowa Tucholska (Lipowa Tucholska);53.753336;18.108886
Grodzisk Mazowiecki Jordanowice;52.1031029;20.6362719
Brzózki;52.1048602;20.6777155
Lisowo (Lisowo);53.431387;15.297501
Lipki (Lipki);50.898335;17.372499
Lipno (Lipno);52.854163;19.17889
Linowo (Linowo);53.411108;19.033337
Opole Zachodnie (Opole Zachodnie);50.660831;17.898053
Opatowek (Opatówek);51.74333;18.22722
Osowiec Przystanek (Osowiec Przystanek);50.751667;18.043337
Opoczno (Opoczno);51.372777;20.271385
Opalenica (Opalenica);52.310001;16.402779
Lipuska Huta (Lipuska Huta);54.070278;17.767224
Lisie Pole Po (Lisie Pole Po);53.022504;14.450834
Libusza (Libusza);49.711948;21.241115
Opole Goslawice (Opole Gosławice);50.674998;17.988889
Opole Groszowice (Opole Groszowice);50.636111;17.955836
Opole Wschodnie (Opole Wschodnie);50.674719;17.933615
Olza (Olza);49.959996;18.338057
Ostrowy (Ostrowy);52.299448;19.191385
Osowiec (Osowiec);53.471947;22.658336
Szklarska Poreba Huta (Szklarska Poręba Huta);50.830278;15.5025
Libiaz (Libiąż);50.112777;19.3275
Legowo Sulechowskie (Łęgowo Sulechowskie);52.1325;15.67556
Leszno Grzybowo (Leszno Grzybowo);51.86028;16.612497
Ligowiec (Ligowiec);52.435275;17.038055
Ostromecko (Ostromecko);53.144164;18.214725
Ozarow Mazowiecki (Ożarów Mazowiecki);52.207218;20.795834
Oleszyce (Oleszyce);50.157219;23.036665
Olkusz (Olkusz);50.27389;19.573885
Olszanka (Olszanka);50.795274;17.477781
Olszyna Lubanska (Olszyna Lubanska);51.069723;15.380004
Olawa (Oława);50.930831;17.296945
Okrzeja (Okrzeja);51.732219;22.136944
Okraglica (Okrąglica);51.43722;15.181666
Okonek (Okonek);53.520003;16.830557
Okmiany (Okmiany);51.27083;15.778891
Biniew (Biniew);51.740004;17.792223
Blonie (Błonie);52.18639;20.608337
Bedzmierowice (Będźmierowice);53.788052;18.04278
Bobrowo Pomorskie (Bobrowo Pomorskie);53.528336;16.077774
Bedzin Miasto (Będzin Miasto);50.31889;19.135553
Babimost (Babimost);52.168331;15.81528
Blizna (Blizna);53.906386;23.015001
Katowice Andrzeja Dworzec;50.25688640779835;19.023719771892292
Ostrowite Kolo Jablonowa (Ostrowite koło Jabłonowa);53.433886;19.268612
Osielec (Osielec);49.674723;19.756663
Opole Grotowice (Opole Grotowice);50.609718;17.976107
Ograszka (Ograszka);52.905833;19.02611
Ogrodniki (Ogrodniki);52.000835;23.239722
Ognica (Ognica);53.31611;15.454165
Biskupice Lubelskie (Biskupice Lubelskie);51.160559;22.947501
Blaszki (Błaszki);51.67361;18.471107
Blotnica (Błotnica);51.993059;16.300553
Bladzim (Błądzim);53.476109;18.115278
Blazkowa (Błażkowa);50.74417;15.990003
Balinka (Balinka);53.76806;23.161112
Bolechowo (Bolechowo);52.53972;16.979167
Boleszkowice (Boleszkowice);52.737501;14.518334
Rogozew (Rogożew);52.461667;19.541389
Rogow (Rogów);51.817779;19.885829
Odolanow (Odolanów);51.574719;17.667777
Rogozno Pomorskie (Rogóźno Pomorskie);53.542782;18.909996
Rogoznica (Rogoźnica);51.01444;16.302225
Rogiedle (Rogiedle);54.03806;20.282496
Recz Pomorski (Recz Pomorski);53.270552;15.561388
Blachownia (Blachownia);50.773331;18.968057
Bukowina Sycowska (Bukowina Sycowska);51.388058;17.583332
Bakowiec (Bąkowiec);51.517224;21.723611
Biskupnica (Biskupnica);53.655003;17.211664
Bedzin Ksawera (Będzin Ksawera);50.330558;19.158611
Barzkowice (Barzkowice);53.326942;15.264169
Brokecino (Brokęcino);53.562225;16.818053
Bukwald (Bukwałd);53.868614;20.380002
Ostrowki kolo Chodziezy (Ostrówki koło Chodzieży);52.933052;16.92694
Ociaz (Ociąż);51.701944;17.933336
Reptowo (Reptowo);53.372778;14.859448
Oborzyska Stare (Oborzyska Stare);52.11222;16.704726
Obra Stara (Obra Stara);51.888335;17.449447
Obrowo (Obrowo);52.968335;18.882777
Reda Rekowo (Reda Rekowo);54.631663;18.363335
Borkowice (Borkowice);50.932224;18.156107
Bierkowice (Bierkowice);50.475554;16.605
Baranowka (Baranówka);50.146666;20.095556
Babica Kolonia (Babica Kolonia);49.933613;21.868885
Pierwoszow Milocin (Pierwoszów Miłocin);51.255279;17.098885
Nowy Zagorz (Nowy Zagórz);49.521107;22.25917
Rejowiec (Rejowiec);51.117501;23.239165
Nowy Nurzec (Nowy Nurzec);52.472778;23.17722
Rebiechowo (Rębiechowo);54.388334;18.421109
Nowy Tomysl (Nowy Tomyśl);52.304167;16.130837
Reda Pieleszewo (Reda Pieleszewo);54.602781;18.318056
Nowy Solec (Nowy Solec);52.030832;16.194723
Reclaw (Recław);53.845278;14.641109
Reblino (Reblino);54.430278;16.916944
Redaki (Redaki);53.670554;19.409446
Reda (Reda);54.594996;18.35333
Bojanowo (Bojanowo);51.700559;16.744441
Bujaki (Bujaki);53.467497;20.375274
Bincze (Bińcze);53.66028;17.128613
Bialy Kosciol (Biały Kościół);50.728331;17.030001
Biesal (Biesal);53.720274;20.193889
Biskupice Kolo Kluczborka (Biskupice koło Kluczborka);51.072501;18.210276
Bialosliwie (Białośliwie);53.097222;17.121943
Radymno (Radymno);49.939168;22.829446
Radow (Radów);52.43194;14.742498
Radom Poludniowy (Radom Południowy);51.349441;21.101108
Nawra (Nawra);53.203331;18.484447
Radnica (Radnica);52.090278;15.268888
Radom Potkanow (Radom Potkanów);51.353054;21.101665
Radkowice (Radkowice);50.780558;20.52889
Nowawies Mochy (Nowa Wieś Mochy);52.014723;16.21583
Biala kolo Piszu (Biała koło Piszu);53.614722;22.069444
Bielsko Biala Komorowice (Bielsko Biala Komorowice);49.860557;19.035836
Bialun (Białuń);53.614444;14.840552
